Authors	Title	Year	Type	Source	Publisher	ArticleURL	Volume	Issue	StartPage	EndPage
M Kreuels, A Staudt, S Christian	Die Spinnenfauna von Luxemburg–eine Zusammenstellung der Nachweise aus den Jahren 1906-2018 (Arachnida: Araneae)	2019	Article	Bulletin de la Société des naturalistes luxembourgeois		https://www.researchgate.net/profile/Svenja-Christian/publication/340871194_Die_Spinnenfauna_von_Luxemburg_-_eine_Zusammenstellung_der_Nachweise_aus_den_Jahren_1906-2018_Arachnida_Araneae/links/5ea1bc1ca6fdcc88fc39edd9/Die-Spinnenfauna-von-Luxemburg-eine-Zusammenstellung-der-Nachweise-aus-den-Jahren-1906-2018-Arachnida-Araneae.pdf	121	NA	203	230
M Steinwandter, S Ballini, A Rief	First records of Saitis tauricus (Araneae: Salticidae) from Italy in South Tyrol	2019	Article	Arachnologische Mitteilungen: Arachnology Letters		https://arages.de/user_upload/psb_publicationmanagement/pdf/pdf/AM57_01_03.pdf	57	NA	1	3
A Staudt	Gesamtartenliste der Webspinnen (Araneae) des Saarlandes 3. Fassung	2019	Red List	Ministerium für Umwelt und DELATTINIA		https://rote-liste-saarland.de/wp-content/uploads/2020/10/SL-260-CL-Webspinnen_PDF_Version-2020.pdf				
P Cardoso, V Shirey, S Seppälä…	Globally distributed occurrences utilised in 200 spider species conservation profiles (Arachnida, Araneae)	2019	Article	Biodiversity Data Journal		https://pmc.ncbi.nlm.nih.gov/articles/PMC6477866/	7	NA	e33264	NA
A Hirna	Gnaphosa badia (Araneae: Gnaphosidae) in the Ukrainian Carpathians with comments on its distribution	2019	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/arachnologische-mitteilungen/volume-57/issue-1/aramit5710/Gnaphosa-badia-Araneae--Gnaphosidae-in-the-Ukrainian-Carpathians-with/10.30963/aramit5710.short	57	NA	54	59
M Hohner	Neue Nachweise von Brigittea civica (Araneae: Dictynidae) in Bayern	2019	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/arachnologische-mitteilungen/volume-57/issue-1/aramit5715/Neue-Nachweise-von-Brigittea-civica-Araneae-Dictynidae-in-Bayern/10.30963/aramit5715.short	57	NA	84	86
A Noordam	Schitterend gecamoufleerd op zand. De kustrenspin	2019	Article	Natuur in Noord-Holland	natuurtijdschriften.nl	https://natuurtijdschriften.nl/pub/1018020/DUDI2019018004003.pdf	18	NA	7	10
M Möller, T Blick, S Buchholz	Spinnen der Trockenrasen in und um Berlin–Vielfalt, Verbreitung und Gefährdung	2019	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/Arachnologische-Mitteilungen-Arachnology-Letters/volume-58/issue-1/aramit5810/Spinnen-der-Trockenrasen-in-und-um-Berlin--Vielfalt-Verbreitung/10.30963/aramit5810.short	58	NA	52	61
J Bink	Spinnentransport, voorbeelden van een Papendrechts bedrijf II: aanvullingen, inclusief een nieuwe importsoort voor Nederland	2019	Article	Nieuwsbrief SPINED		https://natuurtijdschriften.nl/pub/1000272/SPIN2019038001004.pdf	38	NA	5	7
I Delgado Ferreiro	Steatoda nobilis (Thorell, 1875) (Araneae, Theridiidae): evolución de su invasión biológica fuera de su área de origen y revisión de su posición en el árbol filogenético de la familia Theridiidae	2019	Thesis		Universidade de Coruna	https://ruc.udc.es/items/594c7d6b-8e1f-4616-9123-521e33cc760a	NA	NA	1	39
R Rozwałka, T Rutkowski, P Sienkiewicz…	The ladybird spider Eresus kollari Rossi, 1846 (Araneae: Eresidae) in Poland: distribution and current status of threat	2019	Article	Acta Zoologica Bulgarica		https://www.researchgate.net/profile/Bogdan-Wisniowski/publication/331980412_The_Ladybird_Spider_Eresus_kollari_Rossi_1846_Araneae_Eresidae_in_Poland_Distribution_and_Current_Status_of_Threat/links/5c98c81c299bf1116945ab3c/The-Ladybird-Spider-Eresus-kollari-Rossi-1846-Araneae-Eresidae-in-Poland-Distribution-and-Current-Status-of-Threat.pdf	71	1	17	24
H Höfer, F Meyer, T Bauer, S Bayer, I Harry…	Überraschende Erstnachweise und neue Daten zu seltenen Spinnenarten (Arachnida: Araneae) aus Blockhalden in Baden-Württemberg	2019	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/arachnologische-mitteilungen/volume-58/issue-1/aramit5811/%C3%9Cberraschende-Erstnachweise-und-neue-Daten-zu-seltenen-Spinnenarten-Arachnida/10.30963/aramit5811.short	58	NA	62	84
J Schuboth, B Krummhaar	Untersuchungen zu den Arten der Streuobstwiesen in Sachsen-Anhalt	2019	Report	Berichte des Landesamtes für Umweltschutz Sachsen-Anhalt		https://lau.sachsen-anhalt.de/fileadmin/Bibliothek/Politik_und_Verwaltung/MLU/LAU/PUBLIKATIONEN/Berichte_und_Fachinformationen/Berichte_des_LAU/Dateien/200429_Streuobstwiesen_in_Sachsen-Anhalt_web-komprimiert.pdf			1	410
S IJland, PJ van Helsdingen	Update on the spiders (Arachnida, Araneae) of Calabria, Italy	2019	Article	Nieuwsbrief SPINED		https://natuurtijdschriften.nl/pub/1000273	38	NA	8	21
J Vogels	Verslag van een vakantieweek spinnen verzamelen met Talavera aperta (Miller, 1971) nieuw voor de Nederlandse fauna	2019	Article	Nieuwsbrief SPINED		https://natuurtijdschriften.nl/pub/1000277	38	NA	25	30
F Raub, T Stierhof, H Höfer, C Hampp	Von Karteikarten zu integrierten Informationssystemen	2019	Article	Museumskunde		https://www.museumsbund.de/wp-content/uploads/2020/04/final-raub.pdf	84	NA	1	11
M Lemke	Weitere Erstnachweise von Webspinnen aus Norddeutschland (Araneae: Clubionidae, Linyphiidae, Mimetidae, Salticidae)	2019	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/arachnologische-mitteilungen/volume-57/issue-1/aramit5709/Weitere-Erstnachweise-von-Webspinnen-aus-Norddeutschland-Araneae--Clubionidae-Linyphiidae/10.30963/aramit5709.short	57	NA	48	53
S Lauterbach	Astrobunus laevipes (Canestrini, 1872) auf Industriebrachen im Ruhrgebiet (O-piliones: Sclerosomatidae)	2020	Article	Elektronische Aufsätze der Biologischen Station Westliches Ruhrgebiet		https://bswr.de/downloads/bswr_ep40_2020_lauterbach_astrobunus_laevipes_.pdf	40	NA	1	5
D Martin	Atlas zur Verbreitung und Ökologie der Spinnen (Araneae) Mecklenburg-Vorpommerns Band 1	2020	Book		Landesamt für Umwelt, Naturschutz und Geologie Mecklenburg-Vorpommern				1	588
D Martin	Atlas zur Verbreitung und Ökologie der Spinnen (Araneae) Mecklenburg-Vorpommerns Band 2	2020	Book		Landesamt für Umwelt, Naturschutz und Geologie Mecklenburg-Vorpommern				1	592
M Mock	Bebauungsplan "Bocksgraben" SPEZIELLE ARTENSCHUTZRECHTLICHE PRÜFUNG (saP)	2020	Report		Gemeinde Dittelbrunn	https://www.dittelbrunn.de/uploads/Holzhausen_Bocksgraben_Artenschutz.pdf	NA	NA	1	25
S LAUTERBACH, T HÖRREN…	Beitrag zur Kenntnis der Spinnentiere (Arachnida: Araneae, Opiliones, Pseudoscorpiones) aus Essen (Ruhr) und angrenzenden Gebieten	2020	Article	Elektronische Aufsätze der Biologischen Station Westliches Ruhrgebiet		http://bswr.de/downloads/bswr_ep41_2020_lauterbach_etal_arachnida_essen.pdf	41	NA	1	40
C Muster, P Michalik	Cryptic diversity in ant‐mimic Micaria spiders (Araneae, Gnaphosidae) and a tribute to early naturalists	2020	Article	Zoologica Scripta	Wiley Online Library	https://onlinelibrary.wiley.com/doi/abs/10.1111/zsc.12404	49	2	197	209
T Hörren, S Bodingbauer	Erste Nachweise des Pseudoskorpions Mesochelifer ressli Mahnert, 1981 in Nordrhein-Westfalen (Pseudoscorpiones: Cheliferidae)	2020	Article	Natur und Heimat		https://www.zobodat.at/pdf/Natur-und-Heimat_80_0041-0048.pdf	80	NA	41	48
II FFH-Anhang	FFH-Monitoring zur Erfassung des Pseudoskorpions Anthronochernes stellae im Saarland	2020	Report		Ministerium für Umwelt und Verbraucherschutz Saarland	https://christoph-muster.de/wp-content/uploads/2021/01/Bericht_Anthrenochernes-Saarland_CMuster_final.pdf	NA	NA	1	46
R Gerend	Lathys stigmatisata (Menge, 1869), Ballus rufipes (Simon, 1868), Synageles hilarulus (CL Koch, 1846), Phrurolithus nigrinus (Simon, 1878) and Phycosoma …	2020	Article	Bulletin de la Société des naturalistes luxembourgeois		https://www.researchgate.net/profile/Raoul-Gerend/publication/343893613_Lathys_stigmatisata_Menge_1869_Ballus_rufipes_Simon_1868_Synageles_hilarulus_CL_Koch_1846_Phrurolithus_nigrinus_Simon_1878_and_Phycosoma_inornatum_O_Pickard-Cambridge_1861_five_spiders_new_to_the_faun/links/5f46df32458515a88b6dd75b/Lathys-stigmatisata-Menge-1869-Ballus-rufipes-Simon-1868-Synageles-hilarulus-CL-Koch-1846-Phrurolithus-nigrinus-Simon-1878-and-Phycosoma-inornatum-O-Pickard-Cambridge-1861-five-spiders-new-to.pdf	122	NA	211	215
KH Kielhorn, E Schmidt	Laufkäfer und Spinnen eines Kalk-Trockenrasens und eines angrenzenden Ackerschonstreifens im FFH Gebiet "Trockenrasen-Komplex nordöstlich Herrnschwende" (Coleoptera, Carabidae; Arachnida, Araneae)	2020	Article	Thüringer Faunistische Abhandlungen		https://www.zobodat.at/pdf/Thueringer-faun-Abh_25_0077-0094.pdf	25	NA	77	94
R Breitling, E Merches, C Muster, K Duske…	Liste der Populärnamen der Spinnen Deutschlands (Araneae).	2020	Article	Arachnologische Mitteilungen: Arachnology Letters		https://www.researchgate.net/profile/Christian-Komposch/publication/340088674_Liste_der_Popularnamen_der_Spinnen_Deutschlands_Araneae/links/5e7740c4a6fdcccd6215d1c5/Liste-der-Populaernamen-der-Spinnen-Deutschlands-Araneae.pdf	59	NA	38	60
J Esser	Neue Funde von Lamprochernes chyzeri (TÖMÖSVÁRY, 1882) aus Brandenburg und Berlin (Arachnida: Pseudoscorpiones: Chernitidae)	2020	Article	Märkische Entomologische Nachrichten		https://www.researchgate.net/profile/Jens-Esser/publication/344366155_Neue_Funde_von_Lamprochernes_chyzeri_TOMOSVARY_1882_aus_Brandenburg_und_Berlin_Arachnida_Pseudoscorpiones_Chernitidae/links/5f6ccf0e299bf1b53eef6faa/Neue-Funde-von-Lamprochernes-chyzeri-TOeMOeSVARY-1882-aus-Brandenburg-und-Berlin-Arachnida-Pseudoscorpiones-Chernitidae.pdf	22	1+2	269	272
É IORIO, MF LECCIA	Nouvelles observations d'Odiellus granulatus (Canestrini, 1872) en France (Opiliones, Phalangiidae)	2020	Article	Bulletin de la Société Linnéenne de Bordeaux		https://www.researchgate.net/profile/Etienne-Iorio/publication/340204511_Nouvelles_observations_d'Odiellus_granulatus_Canestrini_1872_en_France_Opiliones_Phalangiidae/links/5e7cdccf92851caef4a1cb7f/Nouvelles-observations-dOdiellus-granulatus-Canestrini-1872-en-France-Opiliones-Phalangiidae.pdf	48	1	49	78
S Henriques	Protecting the unknown: Towards assessing extinction risk in megadiverse groups	2020	Thesis		University College London	https://discovery.ucl.ac.uk/10184551/1/SergioHenriquesPhDthesis_revised%20%28with%20accepted%20changes%29.pdf			1	341
VB BALKENHOL, K KÜRBIS	Sandbänke der Neiße–Lebensraum für die stark bedrohte Flussuferwolfspinne Arctosa cinerea?	2020	Article	Berichte der Naturforschenden Gesellschaft der Oberlausitz		https://nfgol.de/sites/default/files/pdf/bd28-03_balkenhol%2Bkuerbis_flussuferwolfsspinne_web.pdf	28	NA	47	58
AS Hnykin, EA Ivantsova	SEASONAL VARIATION OF SPIDER SPECIES COMPOSITION IN VOLGOGRAD AGGLOMERATION	2020	Article	Bulletin of Nizhnevartovsk State University		https://innoscience.ru/2311-1402/article/view/49730	2	NA	90	96
M Unruh, T Pietsch, S Görn	Spinnentiere (Arachnida: Opiliones, Araneae, Pseudoscorpiones) auf Weinbergen und Brachen an Saale und Unstrut (Burgenlandkreis, Sachsen Anhalt)	2020	Article	Hercynia		https://opendata.uni-halle.de//handle/1981185920/95457	53	1	249	322
EC Lowe, JO Wolff, A Aceves-Aparicio…	Towards establishment of a centralized spider traits database	2020	Article	The Journal of Arachnology		https://bioone.org/journals/the-journal-of-arachnology/volume-48/issue-2/0161-8202-48.2.103/Towards-establishment-of-a-centralized-spider-traits-database/10.1636/0161-8202-48.2.103.short	48	2	103	109
J Schuboth, B Krummhaar	Untersuchungen zu den Arten der Binnendünen in Sachsen-Anhalt	2020	Report	Berichte des Landesamtes für Umweltschutz Sachsen-Anhalt	Landesamt für Umweltschutz Sachsen-Anhalt	https://www.researchgate.net/profile/Joerg-Schuboth-2/publication/356751167_Untersuchungen_zu_den_Arten_der_Binnendunen_in_Sachsen-Anhalt/links/61aa1a4550e22929cd421e1d/Untersuchungen-zu-den-Arten-der-Binnenduenen-in-Sachsen-Anhalt.pdf			1	444
R Rozwałka, M Kadej, M Sykała	Uwagi o rozmieszczeniu Talavera petrensis (CL Koch, 1837)(Araneae: Salticidae) w Polsce	2020	Article	Acta entomologica silesiana		https://www.researchgate.net/profile/Marcin-Kadej/publication/340789098_Uwagi_o_rozmieszczeniu_Talavera_petrensis_CL_Koch_1837_Araneae_Salticidae_w_Polsce_Remarks_on_the_distribution_of_Talavera_petrensis_CL_Koch_1837_Araneae_Salticidae_in_Poland/links/5e9dac0ea6fdcca78928bada/Uwagi-o-rozmieszczeniu-Talavera-petrensis-CL-Koch-1837-Araneae-Salticidae-w-Polsce-Remarks-on-the-distribution-of-Talavera-petrensis-CL-Koch-1837-Araneae-Salticidae-in-Poland.pdf	28	NA	1	5
A Hänggi, D Gloor	Vom Wert alter Amateursammlungen–vier Spinnenarten neu für die Schweiz in der Sammlung Ketterer	2020	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/Arachnologische-Mitteilungen-Arachnology-Letters/volume-59/issue-1/aramit5911/Vom-Wert-alter-Amateursammlungen--vier-Spinnenarten-neu-f%C3%BCr-die/10.30963/aramit5911.short	59	NA	88	96
I Hajdamowicz, R Rozwałk, M Stańska, T Rutkowski, P Sienkiewicz	Xerophilic Alopecosa sulzeri (Pavesi, 1873) (Araneae: Lycosidae) - a new wolf spider species in Poland	2020	Article	Zootaxa		https://www.mapress.com/zt/article/view/zootaxa.4899.1.9	4899	1	175	185
T Bauer, M Lemke, P Pantini	Xysticus brevidentatus new to Bosnia and Herzegovina (Araneae: Thomisidae), with remarks on the habitat and distribution	2020	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/arachnologische-mitteilungen/volume-60/issue-1/aramit6007/----Custom-HTML----iXysticus/10.30963/aramit6007.short	60	NA	34	37
D Barndt	Beitrag zur Arthropodenfauna des Baruther Urstromtals und Umgebung: FFH Zarth, NSG Schöbendorfer Busch, FFH Sperenberger Gipsbrüche u.a. (Bundesland Brandenburg) (Coleoptera, Heteroptera, Hymenoptera, Saltatoria, Araneae, Opiliones, Diplopoda, Chilopoda u.a.)	2021	Article	Märkische Entomologische Nachrichten		https://www.zobodat.at/pdf/Maerkische-Ent-Nachr_2021_1-2_0125-0180.pdf	23	1+2	125	180
KH Kielhorn	Bemerkenswerte Spinnenfunde aus Brandenburg und Berlin	2021	Article	Märkische Entomologische Nachrichten		https://www.zobodat.at/pdf/Maerkische-Ent-Nachr_2021_1-2_0229-0248.pdf	23	1+2	229	248
B Nicolai	Beobachtungen des Großen Sattelkankers Odiellus spinosus (Bosc, 1792)(Opiliones) in Halberstadt (Sachsen-Anhalt) im Jahr 2020	2021	Article	Entomol. Mitt. Sachsen-Anhalt		https://www.researchgate.net/profile/Bernd-Nicolai/publication/351085489_Beobachtungen_des_Grossen_Sattelkankers_Odiellus_spinosus_Bosc_1792_Opiliones_in_Halberstadt_Sachsen-Anhalt_im_Jahr_2020_Observations_of_the_Harvestman_Odiellus_spinosus_Bosc_1792_Opiliones_in_Halbers/links/608449c32fb9097c0c090c42/Beobachtungen-des-Grossen-Sattelkankers-Odiellus-spinosus-Bosc-1792-Opiliones-in-Halberstadt-Sachsen-Anhalt-im-Jahr-2020-Observations-of-the-Harvestman-Odiellus-spinosus-Bosc-1792-Opiliones-in-Halbe.pdf	29	NA	61	68
A KOPETZ, D KREBS, A WEIGEL	Bericht zur Gemeinschaftsexkursion des Thüringer Ento-mologenverbandes e. V.(TEV) im Sommer 2021 in den Landkreis Sonneberg (Südthüringen)	2021	Article	Mitteilungen des Thüringer Entomologenverbandes		https://www.thrips-id.com/de/wp-content/uploads/sites/2/2022/01/TEV-28Bericht-Gemeinschaftsexkursion.pdf	28	2	78	194
J Noordijk	De kaphooiwagen Trogulus nepaeformis (Opiliones: Trogulidae) komt ook buiten Zuid-Limburg voor.	2021	Article	entomologische berichten		https://natuurtijdschriften.nl/pub/1025725/EB2021081002009.pdf	81	2	76	77
R Barry, S Audinot, E Delfosse, JM Bichain	Decouverte de Leiobunum limbatum L. Koch 1861 (Arachnida, Opiliones, Sclerosomatidae) dans le piemont du massif vosgien (France, Grand Est, Haut-Rhin)	2021	Article	Bulletin de la Société d'Histoire naturelle et d'Ethnographie de Colmar		https://www.museumcolmar.org/sites/museum/files/2021-11/art9_BSHNEC_2021_vol77_barry_etal.pdf	77	9	138	142
L Feng, F Ardvidsson, H Smith, K Birkhofer	Fallows and permanent grasslands conserve the species composition and funcitonal diversity of carabid beetles and linyphiid spiders in agricultural landscapes	2021	Article	Insect Conservation and Diversity		https://resjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/icad.12520	14		825	836
B Balkenhol, H HAASE	Kommentierte Artenliste der Spinnen (Araneae) vom Tag der Artenvielfalt in der Neißeaue bei Nieder Neundorf am 15.6. 2019	2021	Article	Berichte der Naturforschenden Gesellschaft der Oberlausitz		https://nfgol.de/sites/default/files/pdf/bd29-18_balkenhol%2Bhaase_artenliste-spinnen.pdf	29	NA	225	230
S Lecigne	Liste préliminaire des araignées (Araneae) du marais de Villiers (Saint-Josse, Pas-de-Calais), Larinia jeskovi Marusik, 1987 nouvelle pour la faune de France …	2021	Article	Revue Arachnologique		https://www.researchgate.net/profile/Sylvain-Lecigne-2/publication/356189100_Liste_preliminaire_des_araignees_Araneae_du_marais_de_Villiers_Saint-Josse_Pas-de-Calais_Larinia_jeskovi_Marusik_1987_nouvelle_pour_la_faune_de_France_Araneidae_et_redecouverte_de_Satilatlas_britteni_/links/619004be61f09877209076f3/Liste-preliminaire-des-araignees-Araneae-du-marais-de-Villiers-Saint-Josse-Pas-de-Calais-Larinia-jeskovi-Marusik-1987-nouvelle-pour-la-faune-de-France-Araneidae-et-redecouverte-de-Satilatlas-britte.pdf	8		26	37
V Wersebeckmann, S Kolb, MH Entling…	Maintaining steep slope viticulture for spider diversity	2021	Article	Global Ecology and Conservation		https://www.sciencedirect.com/science/article/pii/S2351989421002778	29	NA	e01727	NA
S Déjean, P Oger	Moebelia berolinensis (Wunderlich, 1969)(Araneae, Linyphiidae) ajoutée à la faune de France	2021	Article	Revue Arachnologique		https://www.asfra.fr/Site/Rev-Arachnologie/N8/Dejean-et-Oger_Moebelia.pdf	8	NA	9	11
C Jacquet, P Oger	Peponocranium praeceps Miller, 1943 et Porrhomma montanum Jackson, 1913, deux espèces nouvelles pour la faune de France (Araneae, Linyphiidae)	2021	Article	Revue arachnologique		https://www.asfra.fr/Site/Rev-Arachnologie/N8/Jacquet-et-Oger_Peponocranium-Porrhomma.pdf	8	NA	12	17
R ROZWAŁKA, M CZAJA	Rozmieszczenie Scytodes thoracica (Latreille, 1802)(Araneae: Scytodidae) w Polsce	2021	Article	Acta entomologica silesiana		https://www.researchgate.net/profile/Robert-Rozwalka/publication/351248930_Rozmieszczenie_Scytodes_thoracica_LatreiLLe_1802_Araneae_Scytodidae_w_Polsce/links/608d1986299bf1ad8d6c4fa3/Rozmieszczenie-Scytodes-thoracica-LatreiLLe-1802-Araneae-Scytodidae-w-Polsce.pdf	29	NA	1	6
P Purgat, N Ondrejková, Z Krumpálová, P Gajdoš…	Tegenaria hasperi Chyzer, 1897 and Zoropsis spinimana (Dufour, 1820), newly recorded synanthropic spiders from Slovakia (Araneae, Agelenidae, Zoropsidae)	2021	Article	Check List		https://checklist.pensoft.net/article/62770/	17	3	775	782
N Narimanov, A Kempel, M van Kleunen…	Unexpected sensitivity of the highly invasive spider Mermessus trilobatus to soil disturbance in grasslands	2021	Article	Biological Invasions		https://link.springer.com/article/10.1007/s10530-020-02348-9	23	NA	1	6
J Martens	Vier Dekaden Weberknechtforschung mit dem 64. Band der ‚Tierwelt Deutschlands '–Rückblick, aktueller Stand und Ausblick	2021	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/arachnologische-mitteilungen/volume-62/issue-1/aramit6205/Vier-Dekaden-Weberknechtforschung-mit-dem-64-Band-der-Tierwelt-Deutschlands/10.30963/aramit6205.short	62	NA	35	60
N Narimanov, T Bauer, D Bonte, L Fahse, M Entling	Acclerated invasion through the evolution of dispersal behaviour	2022	Article	Global Ecology and Biogeography		https://onlinelibrary.wiley.com/doi/pdf/10.1111/geb.13599	31	NA	2423	2436
N Narimanov	Ecology and evolution of the invasive spider Mermessus trilobatus in Europe	2022	Thesis		Universität Koblenz-Landau	https://opus4.kobv.de/opus4-uni-koblenz/files/2285/Dissertation_Nijat+Narimanov_X1.pdf	NA	NA	1	95
M Kitt, KH Kielhorn	Effiziente Förderung der Artenvielfalt in ackerbaulich genutzten Landschaften - Laufkäfer und Spinnen	2022	Report		RLP Agroscience	https://efa-suedpfalz.de/images/efa_spinnen_2022.pdf			1	66
G Reder	Eine Lebensinsel inmitten intensiv genutzter Agrarflächen, Rückzugsgebiet einer vielfältigen Insektenfauna	2022	Article	Fauna Flora Rheinland-Pfalz		https://www.researchgate.net/profile/Gerd-Reder/publication/369216844_Eine_Lebensinsel_inmitten_intensiv_genutzter_Agrarflachen_Ruckzugsgebiet_einer_vielfaltigen_Insektenfauna/links/6410786866f8522c38a47267/Eine-Lebensinsel-inmitten-intensiv-genutzter-Agrarflaechen-Rueckzugsgebiet-einer-vielfaeltigen-Insektenfauna.pdf	14	4	1471	1510
T Förster, A Czarnowsky	Epigäische Spinnen in Naturwaldreservaten im Biospährenreservat Pfälzerwald-Vosges du Nord (Araneae)	2022	Article	Mitt. Pollichia		https://www.researchgate.net/profile/Timo-Foerster-2/publication/366193021_Epigaische_Spinnen_in_Naturwaldreservaten_im_Biospharenreservat_Pfalzerwald-Vosges_du_Nord_Araneae/links/63b68530c3c99660ebcd5724/Epigaeische-Spinnen-in-Naturwaldreservaten-im-Biosphaerenreservat-Pfaelzerwald-Vosges-du-Nord-Araneae.pdf	101		155	162
KH Kielhorn, J Gebert	Erstnachweis von Micrargus apertus (O. Pickard-Cambridge, 1871) und Wiederfund von Coelotes atropos (Walckenaer, 1830) in Sachsen (Arachnida, Araneae)	2022	Article	Entomologische Nachrichten und Berichte		https://wsc.nmbe.ch/reference/16452	66	1	19	22
P De Smedt, J Van Keer	Low habitat specificity in one of Europe's most invasive spiders – Mermessus trilobatus	2022	Article	Biological Invasions		https://link.springer.com/article/10.1007/s10530-022-02832-4	24	NA	3099	3108
W Rabitsch, S Nehring	Naturschutzfachliche Invasivitätsbewertungen für in Deutschland wild lebende gebietsfremde terrestrische Wirbellose Tiere: Teil 1: Non-Insecta: Ergebnisse …	2022	Report			https://bfn.bsz-bw.de/files/1050/Skript626.pdf	BfN Skripten 626	NA	1	178
Ökologische Arbeitsgemeinschaft Würzburg	Neuaufstellung Bebauungsplan „Kindertagesstätte Bürgstadter Rasselbande “	2022	Report		Stadt Miltenberg	https://www.buergstadt.de/media/73064/02_oeaw-sap-kita-2022.pdf	NA	NA	1	39
M Steinwandter, J Von Spinn, B Thaler-Knoflach…	Neufunde von Spinnen (Arachnida: Araneae) für Südtirol und Italien aus dem Obervinschgau	2022	Article	Gredleriana		https://bia.unibz.it/esploro/outputs/journalArticle/Neufunde-von-Spinnen-Arachnida-Araneae-f%C3%BCr/991006503196201241	22	NA	141	148
T Bauer, HJ Thorns, J Guttenberger	Rediscovery of the extremely rare running crab spider Philodromus (Artanes) poecilus (Thorell, 1872) in Bavaria, Germany, after 141 years (Araneae …	2022	Article	Check List		https://checklist.pensoft.net/article/79228/download/pdf	18	3	583	591
DM SZYMAŃSKI, D SZYMAŃSKI…	The first record of Dysdera crocata CL Koch, 1838 (Araneae: Dysderidae) in Poland	2022	Article	Fragmenta Faunistica		https://www.researchgate.net/profile/Dominik-Szymanski/publication/370823116_The_first_record_of_Dysdera_crocata_C_L_Koch_1838_Araneae_Dysderidae_in_Poland_Pierwsze_stwierdzenie_Dysdera_crocata_C_L_Koch_1838_Araneae_Dysderidae_w_Polsce/links/6464cfb7702026631653f5f3/The-first-record-of-Dysdera-crocata-C-L-Koch-1838-Araneae-Dysderidae-in-Poland-Pierwsze-stwierdzenie-Dysdera-crocata-C-L-Koch-1838-Araneae-Dysderidae-w-Polsce.pdf	65	2	161	164
B Balkenhol, T Lübcke, BM Reise	The Great Raft Spider Dolomedes plantarius rediscovered in Saxony (Araneae: Pisauridae)	2022	Article	Arachnologische Mitteilungen: Arachnology Letters		https://bioone.org/journals/arachnologische-mitteilungen/volume-63/issue-1/aramit6307/The-Great-Raft-Spider-iDolomedes-plantarius-i-rediscovered-in-Saxony/10.30963/aramit6307.short	63	NA	24	29
Planungsbüro Planula	Brutvogelkartierung und Potenzialabschätzung für das B-Plan Gebiet Stöckte Nr. 8 in Stöckte, Winsen (Luhe)	2023	Report		Stadt Winsen	https://www.winsen.de/downloads/datei/ZDNkMGE4NTA3Mjc5NmIwYlhzSHF2d1NuSVdySnJVdWdWMW5XUGw4K3BYaWluaEJWaHpjaVY1cTIyL2lWeTNKYThqZEYxVDQ5eFB4Ynl6QjRzQVNwdk41eXhjUEFoTC8xL0JDNXFKMHF4NDdLTXZnZUxMSXVJUmxIUkVNeVZLMVRxSlFPYU5uenNucDdheDBjcHovbW5RSTh3UGRJaDU0YnJFMnFNaWNOWmc0TnpWeEFjN0tMWHFVNm9XUGJTTUVySjR3czF3VnRhUnNTVFNJSWFHVXVna1Y0REkyQlAxbWVnOXpWeFk5TG1oaXBpNmdXbVdheVZabDVUNTQ9&ved=2ahUKEwjw54mz8tqQAxVWhf0HHZALM1MQFnoECDIQAQ&usg=AOvVaw3Kyn4lFhwJbhNV_JV1y7t-	NA	NA	1	24
E Crepet	Catalogo degli opilioni (Arachnida, Opiliones) in provinzcia di piacenza, con l'aggiunta di chiavi dicotomiche per la loro identificazione	2023	Article	Parva Naturalia		https://www.researchgate.net/profile/Emanuele-Crepet/publication/381660550_Catalogue_of_harvestmen_Arachnida_Opiliones_from_Piacenza%27s_province_with_the_addition_of_dichotomous_keys_for_their_identification_-_Catalogo_degli_opilioni_Arachnida_Opiliones_in_provincia_di_Piacen/links/66798c491dec0c3c6fa2b904/Catalogue-of-harvestmen-Arachnida-Opiliones-from-Piacenzas-province-with-the-addition-of-dichotomous-keys-for-their-identification-Catalogo-degli-opilioni-Arachnida-Opiliones-in-provincia-di-Piac.pdf	17	NA	31	42
